0 annie 1:581
191 gotta 9:294 12:57 10:55 15:27 16:21 1:18 5:14 13:13 3:12 18:10 11:1
192 enjoy 9:74 7:6
193 we're 9:709 17:363 11:70 1:65 5:53 8:51 7:51 18:49 10:46 13:44 4:42 15:41 2:29 0:14
194 uh?he 1:1
195 laughs 9:482 6:24 8:22
196 to:fall 1:1
197 shot 17:539 13:259 7:155 15:150 2:127 18:64 11:8 19:7
198 house 17:969 6:236 14:158 1:147 4:120 8:110 16:88 3:80 7:65 11:58 0:57 10:52 12:48 15:39 19:30
199 amusement-park 1:1
200 roller-coaster 1:2 8:1
201 ride 9:111 2:42 4:27 14:5
202 built 2:92 15:8
203 line 2:320 9:194 17:105
204 cars 17:249 14:50 11:17 4:17
205 move 2:836 1:44 15:28 8:23 3:18 19:5 18:1
206 slides 2:274 14:14
207 great 9:886 6:29 2:26 10:12 3:1
208 speed 2:153 11:22 15:16
209 window 17:813 2:183 14:79 6:48 12:42 4:39 8:33 11:23
210 band 9:145 3:105 13:7
211 shakes 9:343 2:242
212 dust 2:122 15:11
213 mop 9:15 14:5 15:3
214 alvy's 1:81
215 voice 9:589 2:370 10:117 19:83 4:80 13:76 18:57 0:53 11:52 8:51 3:39 15:8
216 analyst 1:11
217 exaggerate 9:2
218 childhood 9:19 17:1
219 memories 9:22 11:1
220 swear 17:83 16:6 8:4 5:1
221 underneath 2:93 16:10
222 roller 9:20
223 housealvy 1:1
224 child 9:165 17:46 18:17 12:13 6:3
225 table 17:650 9:523 8:65 0:32 16:25 19:1
226 eating 9:192 18:16 16:12
227 soup 17:39 10:8 7:7 6:4 5:2
228 reading 9:288 2:75 0:16
229 comic 19:72 9:24 15:5
230 book 9:376 18:80 19:53 10:48 1:33 11:25
231 father 9:466 19:152 16:123 12:81 4:48 10:45 8:37 11:35
232 paper 17:396 9:66 3:20
233 coaster 17:14 1:2
234 coney 4:4 9:2
235 island 9:79 8:45 13:12
236 section 9:74 2:51 18:19
237 accounts 9:15
238 personality 9:32 8:1
239 nervous 9:249 14:6
240 think.cut 1:1
241 to:young 1:1
242 food-stand 1:1
243 concession 1:9 9:3
244 watching 9:457 17:302 15:23
245 military 2:100 16:15
246 men 2:538 15:135 4:77 16:70 3:69 8:50 13:47 12:38 1:38 6:32 5:12 0:12 10:11
247 representing 9:15
248 army 2:123 4:41 7:29 15:12 8:7
249 navy 3:21 19:16 13:13 9:12 15:9 7:5
250 marines 3:15 2:12 0:9
251 arm 2:568 9:233 5:2
252 blond 17:18
253 woman 9:500 17:454 1:95 18:49 11:33 0:26
254 skirted 1:1
255 bathing 2:18
256 suit 17:138 9:136 10:15 13:10 11:2
257 turn 9:367 2:367 16:6 4:1 1:1
258 run 2:452 17:133 3:87 1:25 7:19 8:14 9:5 15:2
259 foreground 17:36
260 girl 9:880 17:144 14:42 11:36
261 stops 9:617 2:366 17:118 8:49 14:17
262 camera 9:284 17:228 18:88 13:85 1:47 19:31 11:31 10:21 0:9
263 lean 2:39 1:7 16:1
264 throw 9:127 2:39 3:13 13:5
265 kiss 9:334 7:3
266 sign 17:305 9:103 11:56 8:22 3:12 5:3 18:1
267 reads 9:203 17:176 11:32 19:27 14:2
268 steve's 17:23 14:9 4:2
269 famous 9:70 17:35 11:5
270 clam 17:6
271 bar 17:255 9:227 15:11
272 ice 9:129 5:47 14:29 10:15 19:12 11:10 1:1
273 cold 2:266 5:20 1:6
274 beer 9:138 17:59 6:13
275 moving 2:526 17:83 15:31 1:24
276 gear 2:130 11:13
277 hyperactive 9:4
278 imagination 9:13 8:4
279 jump 2:100 17:58 12:24 7:10 4:1
280 trouble 9:190 3:21 4:19 14:11 2:10 18:6
281 fantasy 9:22 7:1
282 reality 2:61 1:13
283 to:full 1:2
284 people 9:1317 17:178 11:60 16:45 10:45 1:45 0:43 18:29 13:15
285 bumper 9:25 5:6 18:4 1:1
286 enjoying 9:75
287 bumping 17:19 1:4
288 center 2:318 7:29 16:17 17:1
289 track 2:122 1:4
290 directing 17:16 0:6 1:5 12:3
291 traffic 17:152 1:13
292 ran 9:49 2:24
293 bumper-car 1:3
294 moves 2:432 9:399 17:243 18:73 8:39 11:28 6:21
295 frame 2:209 11:32 9:23 19:22 18:15
296 driving 9:204 14:14 18:4
297 car 17:1626 14:337 4:114 19:86 1:72 12:59 11:42 15:22 10:3
298 bombard 17:1
299 continues 9:406 2:189 17:46 3:26
300 direct 9:25 17:22 15:8 11:4
301 there-there 1:1
302 i-i-i-i 1:5
303 aggression 9:2 12:1 10:1
304 time.alvy 1:2
305 backs 2:176 11:8
306 screen.int 1:2
307 schoolroom 9:4
308 daythe 8:30 14:17 5:15
309 pans 9:71 18:24 13:23 19:1
310 austere-looking 1:1
311 teachers 17:37 1:16
312 standing 9:531 2:213 8:32 7:27 15:16 14:13
313 front 17:780 2:459 9:450 8:74 14:61 5:37 12:32 7:24 11:1
314 blackboard 1:10 17:8 10:3 3:3
315 chalk 2:10 1:5
316 writing 9:161 15:11 17:9
317 board 2:164 17:61 11:15 1:11 13:9 16:4
318 teacher 17:116 1:54 6:32 10:18 16:6
319 lectures 17:9
320 speaks 17:174 2:110 0:29 16:9
321 male 9:98 11:14 8:13 14:10
322 puts 9:367 17:305 2:207 8:59 6:41 0:32 14:28
323 equation 17:6 15:6 10:2
324 arithmetic 9:3
325 formulas 7:1
326 remember 9:496 14:30 4:25 8:22
327 staff 2:115 7:34 1:15
328 public 17:126 0:2
329 school 9:543 7:47 1:42
330 teach 9:80 16:12 1:5
331 gym 9:41 16:23 14:20
332 h'h 1:4
333 couldn't 9:355 0:20
334 assigned 3:13 2:9 7:2
335 to:a 4:6 5:3 1:2
336 female 9:63 17:38 2:23 14:20 11:10 7:8
337 transportation 3:5 12:2 10:1
338 administration 17:9 1:6 19:5 18:5
339 view 2:274 15:130 8:22 1:16
340 group 2:213 9:172 7:60 6:36 13:35 0:8
341 students 9:115 1:34 10:8
342 sitting 9:586 2:114 8:55 18:1
343 desks 17:25 5:6 1:5 10:2
344 desk 17:500 9:90 15:44 10:43 1:37 8:32 13:5 6:2
345 wile 1:1
346 student 17:65 1:16 7:10 16:3
347 activity;there 1:1
348 note-passing 1:1
349 ruler-tapping 1:1
350 nose-picking 1:1
351 gumchewing 1:1
352 felt 9:122
353 schoolmates 1:2
354 idiots 9:12 15:4
355 melvyn 9:1
356 greenglass 1:1
357 fat 9:65 17:51 10:16 6:9 15:5 4:1
358 face 2:1249 9:768 17:309 6:67 8:47
359 henrietta 9:1
360 farrell 1:1
361 miss 17:153 5:136 1:127 0:115 3:19 8:14 15:5
362 perfect 9:130 17:70 15:42
363 time 9:1677 2:773 17:276 4:53 6:45 1:19 19:16 0:9
364 ivan 19:12 7:5 1:3 18:2
365 ackerman 1:1
366 wrong 9:593 14:19 15:1 12:1
367 answer 9:343 17:56 3:27 19:22 0:12
368 nine.alvy 1:1
369 hits 2:488
370 forehead 2:118 9:23
371 hand 2:1291 9:1169 6:63 8:50 17:13
372 glances 17:281 2:160 14:18
373 reacting 1:30 9:19 4:14
374 knew 9:383 15:14
375 jerks 2:84
376 glaring 2:25 15:1
377 nineteen 9:11 14:7 5:3
378 forty-two 9:8 11:1
379 dis-as 1:1
380 talks 9:90 17:72 10:23 3:1
381 shows 17:229 1:23 10:18 8:7
382 seat 17:421 9:132 11:55 14:15 1:10
383 jumps 17:206 2:102 12:27 14:17 8:14
384 disgust 17:51
385 rubbing 9:58 7:4
386 cheek 9:139 17:12
387 making 9:371 2:136 7:13
388 noises 9:31
389 ugh 9:7
390 kissed 9:28 6:1
391 month 9:100
392 step 9:182 2:128 17:29
393 here!as 1:1
394 rises 2:313 16:26 0:20 15:2 5:2
395 angry 9:226
396 points 17:262 2:157 8:20 15:3
397 heads 17:333 2:180 4:42 7:19 12:16 3:15 8:1
398 watch 2:338 9:318 17:268 5:1
399 happen 9:244
400 what'd 17:56
401 ashamed 9:35 6:8 4:3
402 yourself.the 1:1
403 row 17:96 2:75
404 onscreen 14:5 7:1
405 classroom 9:42 1:23 6:9
406 expressing 9:4 1:1
407 healthy 17:28
408 sexual 9:35 1:6 7:1
409 curiosity 2:20 1:4 14:2
410 younger 9:89 4:39 0:5
411 six-year-old 9:5 1:1 7:1
412 boys 9:146 11:55 19:52 3:22 13:21 4:21 16:18 15:17 7:14 14:8 1:5
413 girls 9:408 7:43
414 minds 17:29 15:2
415 gestures 2:91 17:72
416 god's 9:56 12:9 10:8 4:1 16:1
417 sakes 1:3
418 freud 12:5 9:4
419 latency 1:2
420 period 1:29 9:25 6:2
421 side 2:987 17:378 19:17
422 donald 10:170 9:13
423 tall 2:112 9:35 16:8
424 model 9:64
425 folks 9:83
426 today 9:333 1:17 0:2
427 profitable 9:3 10:1
428 dress 9:237 6:22
429 company 9:111 17:31 5:18 18:12 1:11 3:7
430 classmates 9:7
431 today.the 1:1
432 room 9:1862 17:1769 6:185 8:120 13:118 7:84 16:75 10:44 0:29 1:26
433 rise 2:135 3:5
434 speak 17:165 2:138 3:19 1:19 16:14 15:1
435 president 1:166 7:112 11:103 15:50 9:28 8:18 17:12 3:9 0:1
436 pinkus 1:1
437 plumbing 18:5 9:5 1:5
438 sell 9:79 15:9 10:9 3:1
439 tallises 9:1
440 heroin 4:25 17:12
441 addict 4:5 1:4
442 methadone 1:1
443 leather.int 9:1
444 roomclose-up 1:1
445 showing 9:100 2:61
446 talk 9:1019 14:7
447 show 9:506 2:86 8:24
448 host 8:38 2:23 11:8 0:2
449 dick 3:99 4:87 9:52 10:10 2:1
450 cavett 1:3
451 man 9:1222 17:947 16:193 4:154 19:124 14:124 11:92 6:90 13:70 15:65 3:65 10:55 12:49 8:46 7:40
452 static 2:74 15:11
453 heard 9:437 2:168 4:12
454 dialogue 9:36
455 lost 9:242 2:172 1:7
456 wound 2:71
457 comedian 1:12 16:1 8:1
458 interestingly 1:3
459 was-i 1:2
460 four-p.sounds 1:1
461 audience 9:98 12:54 16:28 1:25 0:24 8:9 2:1
462 laughter 9:172 1:29 6:20 16:18 2:7
463 applause 9:47 0:33 16:22 3:15 1:5
464 four-p 1:1
465 in-in-in-in 1:1
466 event 9:33 0:10
467 hostage.more 9:1
468 joined 2:28 3:10 12:9 0:8 10:1
469 naval 19:14 2:13 3:9 4:1
470 officer.int 1:1
471 grew 9:36
472 upalvy's 1:1
473 dining-room 1:2
474 peeling 9:18
475 carrots 1:1
476 talking 9:561 17:279 8:9
477 outta 17:50 12:20 15:17 1:17 2:11 18:7 3:6
478 distrusted 1:1
479 world.'ext 9:1
480 manhattan 9:64 1:36
481 street-daya 1:1
482 pretty 9:486 1:7
483 street 17:742 9:367 14:82 16:44 12:35 19:32 1:15
484 sidewalk 9:118 4:10
485 trees 2:177 15:25 4:13
486 brownstones 11:4 1:2 13:1
487 mill 2:29 18:25 19:1
488 strolling 9:9
489 carrying 2:205 17:67 8:28 5:13 1:12
490 bundles 9:10
491 buried 2:54 8:14
492 length 2:72 10:4 6:4 15:1
493 part 9:214 2:165 0:27 7:10 1:10
494 scene 9:270 19:88 13:64 14:54 18:28 16:26 11:21 8:14 12:7 0:7
495 ensues 2:8 4:4
496 pedestrians 17:22 14:4
497 indistinguishable 9:3
498 distance 2:309
499 closer 2:302 17:89 13:22 15:21
500 recognizable 17:9
501 finally 9:394 2:206 3:33 17:14 18:2 12:1 11:1
502 friend 9:455 12:30
503 rob 13:313 1:94 9:5
504 deep 2:312 9:98 15:41 13:14
505 conversation 9:187
506 eventually 17:42 6:25 3:13 8:4 18:1
507 past 2:448 9:243 17:110 4:26 11:23
508 noise 2:165 17:44 15:6
509 distinctly 0:8 5:1
510 muttered 9:2
511 breath 2:220 9:149
512 jew 1:15 9:14
513 crazy 9:289 17:109 4:22
514 walking 9:412 17:49 8:44 7:20 14:5
515 tennis 9:22 1:16 5:4
516 court 17:80 3:39 16:36 1:25 12:23 19:17 4:17
517 wife 9:486 10:36 6:23 15:13 16:11
518 looked 9:144 0:7
519 total 9:80 2:24 16:3 8:3
520 paranoid 9:32
521 paran 1:1
522 pick 9:154 2:121 1:5
523 kind 9:363 17:126 2:70
524 lunch 9:121
525 nbc 19:14 1:4 10:2 17:1
526 eat 9:340 18:9
527 tom 9:1125
528 christie 10:36 18:17
529 didchoo 1:2
530 max 11:135 0:102 5:57 1:45 7:28 18:16
531 stop 9:681 2:350
532 calling 9:251
533 good 9:2364 18:30 6:1
534 conspiracies 17:2
535 record 9:146 3:23 15:19 12:1
536 store 9:165 4:23 3:16 14:14 18:8 7:5 19:1
537 listen 9:654 11:14
538 big 9:841 15:94 13:83 5:52 11:36
539 crew-cutted 9:1
540 guy 9:534 17:287 10:37 15:36 14:24
541 lookin 9:26 6:9 14:6 12:5
542 smiling 9:226 17:107 14:11 11:8 16:1
543 sale 9:17 17:16 14:7
544 week 9:217 17:42 0:12
545 wagner 1:4 3:3
546 wagner-so 9:1
547 significantly 9:5
548 california 9:82
549 let's 9:635 2:137 18:28 8:9 3:5
550 hell 17:224 9:209 15:57 5:45 18:30 4:19 13:9
551 city 17:249 9:182 19:35 12:8
552 forget 9:308 5:3
553 sunny 9:25
554 l.a 17:37 0:6
555 bringing 9:42 2:34 15:3 8:3
556 live 9:364 17:81 1:21
557 cultural 7:3 1:3
558 advantage 17:28 10:4
559 make 9:1085 2:322 17:185 12:51 3:32 19:24 11:11
560 red 2:329 17:183 3:81 15:35 11:26 6:11 9:7
561 light 2:1048 14:38
562 checking 17:120 13:7
563 aren't 9:222 17:46 1:29
564 late 9:344 2:171 0:23 16:15 11:9 13:1
565 meeting 9:131 12:24 1:13 7:7 3:7 17:5
566 meet 9:343 2:73 19:15 10:10
567 beekman 1:2
568 minutes 17:256 2:148 1:32 12:17 0:16
569 left 2:565 9:304 16:65 5:7
570 right?ext 9:1
571 theater-dayalvy 9:1
572 glass 2:245 9:232 17:101 8:35 10:21 0:11
573 doors 2:434 5:23 17:11 19:3 13:3
574 theater 0:104 12:75 1:18 9:16 18:8 4:8
575 ticket 17:42 1:20 11:19 0:7 4:4
576 taker 1:5 18:4 5:1
577 inside 2:752 17:274 9:56 14:24
578 sounds 9:263 2:122 7:9
579 horns 9:16 14:7
580 honking 17:12
581 waiting 9:360 17:295 12:31 16:4
582 leatherjacket 1:1
583 steps 17:399 2:359 9:95 4:52 19:39 3:27 8:26
584 farther 2:34
585 alvyagain 1:1
586 stare 9:155 2:152 10:23 14:15
587 scratches 2:25 9:14
588 notice 17:106 9:84 18:1
589 staring 9:253 17:239 6:43 13:23 14:12
590 walks 9:810 17:565 14:119 7:91 6:82 5:61 8:60 12:34
591 hey 9:860 14:53 8:31 2:29 13:12
592 television 17:113 1:28 0:12
593 occasionally 9:24 15:6 13:4
594 clearing 2:68 1:5
595 throat 2:167 9:63 15:48
596 wouldn't 9:438 8:19 5:3
597 doesn't 9:1017 17:484
598 matter 9:361 5:22 8:18 13:12 19:2
599 difference 9:82 14:1
600 johnny 8:49 9:19 10:6 15:5
601 carson 7:7 4:1
602 name?alvy 2:1
603 uneasy 9:25
604 nervously 9:85 2:71
605 robert 12:652 17:54 10:12 3:10 19:1
606 redford 1:1
607 nice 9:528 1:51
608 everything.they 1:1
609 shake 2:100 9:62
610 pats 9:51 2:9 3:8
611 man's 17:134 2:88
612 shoulder 2:435 17:89 12:2
613 motions 2:130 7:16
614 calls 9:172 17:68 3:17 1:1
615 impatient 9:35 16:9
616 fellas 9:47 3:10
617 know-jesus 1:1
618 overlapping 1:58 2:13
619 ignoring 9:44 2:21
620 guy's 17:81
621 gimme 2:37 1:9
622 yuh 1:56 14:5 13:1
623 jesus 9:224 17:93
624 christ 9:98 17:48 15:12 18:10
625 protestations 1:1 13:1
626 large 2:413 9:259 8:7 11:2
627 polo 2:8 3:2
628 mallet 2:6
629 who's 9:320 17:60 1:14
630 annoyed 9:33 2:33 6:8
631 this-a 1:1
632 teamsters 9:2
633 program 2:31 11:9 19:8 1:5 18:1
634 matchbook 11:2 1:2
635 autograph 9:15 16:1
636 speech 9:71 1:44 19:20 7:7 10:1
637 ralph 9:43 17:1
638 taking 9:389 2:146 15:32 14:12 0:2
639 pen 17:88 3:18 18:13 9:4
640 friend's 9:16 1:5
641 brudder 1:1
642 passersby 9:9
643 star?nodding 1:1
644 shoves 17:138 18:6 5:5
645 curb 17:52 14:11
646 follow 2:232 9:143 17:19 3:12
647 here!a 1:1
648 cab 17:96 13:72 9:59 8:53 5:19 15:11 6:11
649 stuttering 2:1 19:1
650 i-i-i-i-it's 1:1
651 opens 17:551 9:351 2:283 14:61 8:52 5:17 6:5 4:3
652 door 17:2109 9:1208 14:213 18:174 8:133 6:111 5:106 13:81 7:56 16:55 4:23
653 panama 8:13 3:8 4:4 1:2
654 canal 14:19 8:8 1:4 3:3 0:3 4:2
655 alright 9:214 6:54 10:19 3:17 13:14
656 bad 9:374 2:144 17:75
657 mood 9:101
658 closes 9:178 2:124 17:113 8:27 13:10 7:6 12:1
659 booth 9:112 16:21 15:14 14:12 5:11 8:5
660 continue 2:159 9:78
661 cast 2:29 6:8 0:6
662 godfather 4:4 17:2
663 hafta 1:3 18:2
664 learn 9:97 18:14 14:1
665 deal 9:234 17:33 18:12 13:8 3:6
666 dealing 9:42 4:1
667 named 9:75 18:7 15:6 7:4 19:3
668 cheech 9:1
669 billboard 9:7 14:5 11:2
670 ingmar 1:1
671 bergman's 1:1
672 liv 1:1 6:1
673 ullmann 1:1
674 headache 9:13
675 you-you 1:11
676 ordinary 9:32 15:8 14:8
677 period!they 1:1
678 counter 17:218 14:18 18:7 8:5
679 buying 9:49 4:1
680 tickets 9:44 0:9
681 li-little 1:1
682 louder 2:83 17:64 8:3 12:1
683 missed 17:89 13:7
684 clerk 17:118 8:20 4:6 3:1
685 h'm 1:5
686 picture 9:195 17:175 19:8
687 started 9:232
688 hitting 2:113 3:1
689 we-we've 9:1
690 blown 2:71 19:1 12:1
691 i-you 1:5
692 middle 9:202 2:157 8:16 17:9
693 nods 17:425 2:261 15:51 6:37 14:26 7:24 0:24 10:20 3:13
694 exasperated 9:28
695 sigh 17:50
696 we'll 9:444 2:183 3:32 8:17
697 titles 9:28 17:27
698 they're 9:450 2:380 17:203 1:57 0:44 15:38 8:13
699 swedish 2:7 7:4
700 coffee 17:271 9:67 11:51 5:28 15:21 14:20
701 hours 9:109 17:83 13:26 11:20 5:17 15:15 18:14 8:2
702 u-uh 1:1
703 waving 2:89 1:1
704 ahead 2:306 17:208 14:12
705 good-bye 9:29 11:8 15:3
706 takes 17:919 9:803 2:446 8:67 3:31
707 stand 2:352 9:314 3:42
708 argue 2:42 17:11
709 embarrassed 9:126 17:14
710 whatta 1:30 18:2
711 movie 9:205 0:58 19:9 10:8
712 shrugs 9:178 2:29 15:14 18:1
713 shoulders 9:89 2:68
714 disgustedly 9:3 15:2
715 sorrow 17:10 3:5 1:5
716 pity 9:34
717 four-hour 3:1
718 documentary 9:16 19:8
719 nazis 9:6
720 i-i-i've 1:1
721 start 9:516 2:245
722 finish 17:87 9:59 10:7
723 cause-'cause 8:1
724 anal 9:8
725 polite 9:20
726 word 9:212 17:194 3:33
727 are.int 1:1
728 lobby.a 9:1
729 lined-up 17:4
730 crowd 17:273 2:144 9:89 19:63 16:50 7:25 8:10 1:4
731 holders 9:3
732 bum 9:30 12:1
733 indistinct 2:8
734 chatter 2:31 1:8
735 ensuingscene 1:1
736 loudly 17:82 19:11 12:6
737 companion 9:16 0:7
738 fellini 1:1 10:1
739 film 11:68 17:58 0:58 9:48 7:23
740 tuesday 2:30
741 lacks 1:1 3:1
742 cohesive 1:2
743 structure 2:61 18:15 1:1
744 feeling 9:239
745 absolutely 9:132
746 i've 9:1307 8:38 11:31 14:27 12:2
747 a-a 1:2
748 technical 2:11 11:6 19:2
749 maker 2:8
750 granted 2:20 9:5
751 strada 1:1
752 negative 2:41 7:2
753 energy 2:82 1:6 10:1
754 simple 9:86 2:53
755 core 2:26 11:6
756 loud 9:194 2:37 13:13 15:6 1:2
757 starts 9:888 17:406 8:101 5:56 14:54 16:53 18:44 7:41 15:39 13:29
758 begins 2:762 17:52 12:14 16:1
759 newspaper 17:129 19:26 15:2
760 i'm-i'm-i'm 1:2
761 stroke 2:27
762 leading 17:83 2:74
763 thought 9:846 17:38 18:5
764 opinions 9:6
765 ear 9:137 17:63 8:15
766 juliet 12:7 13:1
767 spirits 2:28
768 satyricon 1:1
769 found 2:231 9:121 12:7
770 incredibly 9:60
771 indulgent 1:3 9:2 0:1
772 makers 9:4
773 put 9:719 17:142 2:93 8:1
774 therapy 9:19 12:7 6:5
775 overslept 9:6
776 possibly 9:67 15:3
